URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://mos.esante.gouv.fr/NOS/JDV_J78-Civilite-RASS/FHIR/JDV-J78-Civilite-RASS,1.1.0,active,"1.2.250.1.213.1.6.1.146",JDV_J78_Civilite_RASS-DUI,,"Civilités des personnes physiques du RASS",,"ans.fr.terminologies"
