URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/input-tddui-task-action,2.2.0-ballot,active,,InputTDDUITaskAction,InputTDDUITaskAction,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les actions du projet personnalisé.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/input-tddui-task-bilan,2.2.0-ballot,active,,InputTDDUITaskBilan,InputTDDUITaskBilan,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour le bilan du projet personnalisé.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/input-tddui-task-moyen-ressource,2.2.0-ballot,active,,InputTDDUITaskMoyenRessource,InputTDDUITaskMoyenRessource,"ValueSet  pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les moyens et ressources du projet personnalisé.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/input-tddui-task-prestation,2.2.0-ballot,active,,InputTDDUITaskPrestation,InputTDDUITaskPrestation,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les prestations du projet personnalisé.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/input-tddui-task-transport,2.2.0-ballot,active,,InputTDDUITaskTransport,InputTaskTransport,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les transports dans le cadre du DUI.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/output-tddui-task-bilan,2.2.0-ballot,active,,OutputTDDUITaskBilan,OutputTDDUITaskBilan,"ValueSet pour la définition des éléments spécifiques des output dans la ressource Task utilisée pour le bilan du projet personnalisé.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-care-plan-supportingInfo,2.2.0-ballot,active,,TDDUICarePlanSupportingInfo,TDDUI CarePlan supportingInfo,"ValueSet définissant les types de notes pour l'élément CarePlan.supportingInfo.",,
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-discriminator,2.2.0-ballot,active,,TDDUIDiscriminator,TDDUI Discriminator,"ValueSet définissant les codes discriminants.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-encounter-identifier,2.2.0-ballot,active,,TDDUIEncounterIdentifier,TDDUI Encounter Identifier Type,"ValueSet for TDDUI Encounter's identifier types",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-encounter-participant,2.2.0-ballot,active,,TDDUIEncounterParticipant,TDDUI Encounter Participant,"ValueSet for TDDUI Encounter's participants",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-encounter-type,2.2.0-ballot,active,,TDDUIEncounterType,TDDUI Encounter Type,"ValueSet for TDDUI Encounter's types",,"THO"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-goal-attente-note,2.2.0-ballot,active,,TDDUIGoalAttenteNote,TDDUI Goal Attente Note,"ValueSet définissant les types de notes pour l'élément Goal.note.",,
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-goal-objectif-note,2.2.0-ballot,active,,TDDUIGoalObjectifNote,TDDUI Goal Objectif Note,"ValueSet définissant les types de notes pour l'élément Goal.note.",,
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-patient-identifier,2.2.0-ballot,active,,TDDUIPatientIdentifier,TDDUI Patient Identifier,"ValueSet for TDDUI Patient's identifier types",,"THO (V2),Internal,hl7.fhir.fr.core"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-serafin,2.2.0-ballot,active,,TDDUISerafin,TDDUI SERAFIN,"ValueSet contenant les codes SERAFIN (prestations directes et indirectes) pour le profil TDDUI Encounter Evenement.",,
