URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-care-plan-supporting-info,2.3.0,active,,TDDUICarePlanSupportingInfo,TDDUI CarePlan supportingInfo,"ValueSet définissant les types de notes pour l'élément CarePlan.supportingInfo.","StructureDefinition/tddui-careplan-projet-personnalise",
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-cim-10,2.3.0,active,,TDDUICIM10,TDDUI CIM10,"ValueSet incluant les codes de la terminologie CIM-1O.","StructureDefinition/tddui-observation-cause-mortalite","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-contact-protection-juridique,2.3.0,active,,TDDUIContactProtectionJuridique,TDDUI Contact Protection Juridique,"ValueSet définissant la protection juridique.","StructureDefinition/tddui-related-person-contact,ValueSet/tddui-contact-related-person-relashionship","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-contact-related-person-relashionship,2.3.0,active,,TDDUIRelatedPersonRelashionship,TDDUI Related Person Relashionship,"ValueSet définissant les slices de RelatedPerson.relationship.","StructureDefinition/tddui-related-person-contact",
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-contact-relation,2.3.0,active,,TDDUIContactRelation,TDDUI Contact Relation,"ValueSet définissant les relations.","StructureDefinition/tddui-related-person-contact,ValueSet/tddui-contact-related-person-relashionship",
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-discriminator,2.3.0,active,,TDDUIDiscriminator,TDDUI Discriminator,"ValueSet définissant les codes discriminants.","ValueSet/tddui-goal-attente-note,ValueSet/tddui-goal-objectif-note,StructureDefinition/tddui-discriminator,ValueSet/tddui-care-plan-supporting-info","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-encounter-identifier,2.3.0,active,,TDDUIEncounterIdentifier,TDDUI Encounter Identifier,"ValueSet pour la définition des codes d'identifiant de séjour","StructureDefinition/tddui-encounter-sejour","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-encounter-participant,2.3.0,active,,TDDUIEncounterParticipant,TDDUI Encounter Participant,"ValueSet pour la définition des codes de participant d'un événement",,
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-encounter-type,2.3.0,active,,TDDUIEncounterType,TDDUI Encounter Type,"ValueSet pour la définition des codes de type de séjour","StructureDefinition/tddui-encounter-evenement","THO"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-goal-Identifier-projet-vie,2.3.0,active,,TDDUIGoalIdentifierProjetVie,TDDUI Goal Identifier Projet Vie,"ValueSet définissant les types de notes pour l'élément Goal.note.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-goal-attente-note,2.3.0,active,,TDDUIGoalAttenteNote,TDDUI Goal Attente Note,"ValueSet définissant les types de notes pour l'élément Goal.note.","StructureDefinition/tddui-goal-attente",
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-goal-objectif-note,2.3.0,active,,TDDUIGoalObjectifNote,TDDUI Goal Objectif Note,"ValueSet définissant les types de notes pour l'élément Goal.note.","StructureDefinition/tddui-goal-objectif",
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-observation-periode-scolaire,2.3.0,active,,TDDUIObservationPeriodeScolaire,TDDUI Observation Periode Scolaire,"ValueSet pour l'Observation de la Période Scolaire.","StructureDefinition/tddui-observation-periode-scolaire","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-observation-type,2.3.0,active,,TDDUIObservationType,TDDUI Observation Type,"ValueSet pour les types d'Observation.","StructureDefinition/tddui-observation-cause-mortalite,StructureDefinition/tddui-observation-mobilite-usager,StructureDefinition/tddui-observation-periode-scolaire","Internal,LOINC"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-patient-identifier,2.3.0,active,,TDDUIPatientIdentifier,TDDUI Patient Identifier,"ValueSet pour la définition des codes d'identifiant de l'usager","StructureDefinition/tddui-patient,StructureDefinition/tddui-patient-ins","THO (V2),Internal,hl7.fhir.fr.core"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-serafin,2.3.0,active,,TDDUISerafin,TDDUI SERAFIN,"ValueSet contenant les codes SERAFIN (prestations directes et indirectes) pour le profil TDDUI Encounter Evenement.","StructureDefinition/tddui-encounter-evenement,StructureDefinition/tddui-task-prestation,ValueSet/tddui-encounter-type",
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-input-action,2.3.0,active,,TDDUITaskInputAction,TDDUI Task Input Action,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les actions du projet personnalisé.","StructureDefinition/tddui-task-action","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-input-bilan,2.3.0,active,,TDDUITaskInputBilan,TDDUI Task Input Bilan,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour le bilan du projet personnalisé.","StructureDefinition/tddui-task-bilan","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-input-moyen-ressource,2.3.0,active,,TDDUITaskInputMoyenRessource,TDDUI Task Input Moyen Ressource,"ValueSet  pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les moyens et ressources du projet personnalisé.","StructureDefinition/tddui-task-moyen-ressource","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-input-prestation,2.3.0,active,,TDDUITaskInputPrestation,TDDUI Task Input Prestation,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les prestations du projet personnalisé.","StructureDefinition/tddui-task-prestation","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-input-transport,2.3.0,active,,TDDUITaskInputTransport,TDDUI Task Input Transport,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les transports dans le cadre du DUI.","StructureDefinition/tddui-task-transport-professionnel,StructureDefinition/tddui-task-transport,StructureDefinition/tddui-task-transport-usager","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-output-bilan,2.3.0,active,,TDDUITaskOutputBilan,TDDUI Task Output Bilan,"ValueSet pour la définition des éléments spécifiques des output dans la ressource Task utilisée pour le bilan du projet personnalisé.","StructureDefinition/tddui-task-bilan","Internal"
